Dataset,Nu,Semilla,Modelo,Funcion_Objetivo,Tiempo,Bar_iter,Accuracy_Train,Accuracy_Test,Num_exec
Points_100,10.0,77214914,DualSinKernel,160.17800796550813,0.003535,14,0.9428571428571428,0.8666666666666667,3
Points_100,10.0,77214914,DualRBF,87.06833286291099,0.005289,9,0.9857142857142858,0.8333333333333334,3
Points_100,100.0,77214914,Primal,-1242438.697223133,0.00431,13,0.08571428571428572,0.16666666666666666,3
Points_100,100.0,77214914,DualSinKernel,1194.1885340968693,0.003465,13,0.9571428571428572,0.8666666666666667,3
Points_100,100.0,77214914,DualRBF,217.79802978378356,0.006174,11,1.0,0.7666666666666667,3
Points_1000,0.01,77214914,Primal,-25.508331784465344,0.020218,33,0.3314285714285714,0.3566666666666667,3
Points_1000,0.01,77214914,DualSinKernel,5.7540347975256525,0.015078,14,0.9142857142857143,0.9133333333333333,3
Points_1000,0.01,77214914,DualRBF,5.601526202688888,0.266142,16,0.9171428571428571,0.9066666666666666,3
Points_1000,0.1,77214914,Primal,-394.8837168625138,0.018306,28,0.1657142857142857,0.22,3
Points_1000,0.1,77214914,DualSinKernel,34.119890349835636,0.015057,14,0.9228571428571428,0.9066666666666666,3
Points_1000,0.1,77214914,DualRBF,29.950828131716335,0.246128,14,0.9214285714285714,0.9166666666666666,3
Points_1000,0.0,77214914,Primal,0.0,0.001761,-1,0.5171428571428571,0.5166666666666667,3
Points_1000,0.0,77214914,DualSinKernel,0.0,-1.0,-1,0.5171428571428571,0.5166666666666667,3
Points_1000,0.0,77214914,DualRBF,0.0,-1.0,-1,0.4828571428571429,0.48333333333333334,3
Points_1000,1.0,77214914,Primal,-10597.271470591557,0.013308,19,0.08,0.09333333333333334,3
Points_1000,1.0,77214914,DualSinKernel,228.98815768271356,0.017242,19,0.9357142857142857,0.93,3
Points_1000,1.0,77214914,DualRBF,187.6752131412116,0.294408,17,0.9328571428571428,0.9166666666666666,3
Points_1000,10.0,77214914,Primal,-291232.72972173203,0.014476,21,0.06,0.07333333333333333,3
Points_1000,10.0,77214914,DualSinKernel,2004.9972495284505,0.017893,24,0.9357142857142857,0.9266666666666666,3
Points_1000,10.0,77214914,DualRBF,1401.7531255409504,0.268335,16,0.9385714285714286,0.9133333333333333,3
Points_1000,100.0,77214914,Primal,-3866416.1399831097,0.018423,27,0.06,0.06666666666666667,3
Points_1000,100.0,77214914,DualSinKernel,19659.80719088862,0.018222,25,0.9357142857142857,0.93,3
Points_1000,100.0,77214914,DualRBF,10274.3260915513,0.266399,16,0.9471428571428572,0.8933333333333333,3
Points_2000,0.01,77214914,Primal,-56.822500896696056,0.020119,22,0.15285714285714286,0.15166666666666667,3
Points_2000,0.01,77214914,DualSinKernel,10.257773333260193,0.076603,12,0.9364285714285714,0.9316666666666666,3
Points_2000,0.01,77214914,DualRBF,9.661592492311868,1.288902,12,0.9307142857142857,0.925,3
Points_2000,0.1,77214914,Primal,-868.249976039133,0.01866,20,0.075,0.07666666666666666,3
Points_2000,0.1,77214914,DualSinKernel,60.9191970085176,0.078876,17,0.9421428571428572,0.93,3
Points_2000,0.1,77214914,DualRBF,52.78699487060041,1.502893,17,0.93,0.915,3
Points_2000,0.0,77214914,Primal,0.0,0.002005,-1,0.5092857142857142,0.51,3
Points_2000,0.0,77214914,DualSinKernel,0.0,-1.0,-1,0.5092857142857142,0.51,3
Points_2000,0.0,77214914,DualRBF,0.0,-1.0,-1,0.4907142857142857,0.49,3
Points_2000,1.0,77214914,Primal,-29992.751936985926,0.019926,23,0.054285714285714284,0.07,3
Points_2000,1.0,77214914,DualSinKernel,435.84393580224145,0.082993,25,0.945,0.9316666666666666,3
Points_2000,1.0,77214914,DualRBF,353.3703080722531,1.72566,22,0.9364285714285714,0.9216666666666666,3
Points_2000,10.0,77214914,Primal,-628826.2449717529,0.017718,23,0.056428571428571425,0.07,3
Points_2000,10.0,77214914,DualSinKernel,3964.0743199341305,0.08038,23,0.9442857142857143,0.93,3
Points_2000,10.0,77214914,DualRBF,2795.3083928279148,1.577532,19,0.9385714285714286,0.9133333333333333,3
Points_2000,100.0,77214914,Primal,-8732371.043440081,0.02443,29,0.056428571428571425,0.06833333333333333,3
Points_2000,100.0,77214914,DualSinKernel,39147.254389354304,0.083578,27,0.9457142857142857,0.93,3
Points_2000,100.0,77214914,DualRBF,23380.94631806142,1.549756,18,0.9471428571428572,0.9116666666666666,3
WDBC,0.01,77214914,Primal,-651186.9525153406,0.014107,8,0.20854271356783918,0.16374269005847952,3
WDBC,0.01,77214914,DualSinKernel,0.35577694086426426,0.023178,27,0.9623115577889447,0.9181286549707602,3
WDBC,0.01,77214914,DualRBF,2.4826556177922523,0.058119,11,0.8819095477386935,0.8654970760233918,3
WDBC,0.1,77214914,Primal,-8219700.488393048,0.01621,9,0.21105527638190955,0.25146198830409355,3
WDBC,0.1,77214914,DualSinKernel,3.229115881547863,0.020754,23,0.9723618090452262,0.9181286549707602,3
WDBC,0.1,77214914,DualRBF,13.206979876660235,0.075395,17,0.8819095477386935,0.8654970760233918,3
WDBC,0.0,77214914,Primal,0.0,0.001722,-1,0.37185929648241206,0.3742690058479532,3
WDBC,0.0,77214914,DualSinKernel,0.0,-1.0,-1,0.37185929648241206,0.3742690058479532,3
WDBC,0.0,77214914,DualRBF,0.0,-1.0,-1,0.628140703517588,0.6257309941520468,3
WDBC,1.0,77214914,Primal,-59823149.80307101,0.025645,18,0.23618090452261306,0.26900584795321636,3
WDBC,1.0,77214914,DualSinKernel,26.4131325292176,0.020157,22,0.9798994974874372,0.9239766081871345,3
WDBC,1.0,77214914,DualRBF,89.7034518674874,0.086064,19,0.8768844221105527,0.8596491228070176,3
WDBC,10.0,77214914,Primal,-1053691165.029534,0.033353,24,0.22613065326633167,0.2573099415204678,3
WDBC,10.0,77214914,DualSinKernel,201.46565121590302,0.020576,23,0.9824120603015075,0.935672514619883,3
WDBC,10.0,77214914,DualRBF,670.7738104012668,0.081768,19,0.9095477386934674,0.8771929824561403,3
WDBC,100.0,77214914,Primal,-14020468374.198328,0.043877,34,0.21608040201005024,0.23976608187134502,3
WDBC,100.0,77214914,DualSinKernel,1376.002175344278,0.020882,23,0.992462311557789,0.9473684210526315,3
WDBC,100.0,77214914,DualRBF,5499.416614718495,0.078863,18,0.9371859296482412,0.9181286549707602,3
Moons_100,0.01,77214914,Primal,-20.611451164981144,0.003615,10,0.5,0.5,3
Moons_100,0.01,77214914,DualSinKernel,0.5718255137848155,0.002897,8,0.8,0.7,3
Moons_100,0.01,77214914,DualRBF,0.6668758394953469,0.004808,7,0.8571428571428571,0.8333333333333334,3
Moons_100,0.1,77214914,Primal,-461.46318488300636,0.00355,9,0.21428571428571427,0.3,3
Moons_100,0.1,77214914,DualSinKernel,3.1193472106858215,0.003537,13,0.8571428571428571,0.8,3
Moons_100,0.1,77214914,DualRBF,4.036185743785429,0.006005,11,0.8857142857142857,0.8666666666666667,3
Moons_100,0.0,77214914,Primal,0.0,0.001431,-1,0.5,0.5,3
Moons_100,0.0,77214914,DualSinKernel,0.0,-1.0,-1,0.5,0.5,3
Moons_100,0.0,77214914,DualRBF,0.0,-1.0,-1,0.5,0.5,3
Moons_100,1.0,77214914,Primal,-7433.089389260563,0.003705,10,0.2,0.26666666666666666,3
Moons_100,1.0,77214914,DualSinKernel,21.4315086989994,0.003667,16,0.8857142857142857,0.8333333333333334,3
Moons_100,1.0,77214914,DualRBF,16.68440889514491,0.006485,13,0.9285714285714286,1.0,3
Moons_100,10.0,77214914,Primal,-96305.80671905595,0.003757,11,0.21428571428571427,0.3,3
Moons_100,10.0,77214914,DualSinKernel,186.8382143300304,0.003351,13,0.8857142857142857,0.8333333333333334,3
Moons_100,10.0,77214914,DualRBF,83.50711079071294,0.005643,10,0.9714285714285714,0.9,3
Moons_100,100.0,77214914,Primal,-6081009.09998678,0.00412,12,0.2,0.3333333333333333,3
Moons_100,100.0,77214914,DualSinKernel,1834.1307484986,0.003658,15,0.8857142857142857,0.8333333333333334,3
Moons_100,100.0,77214914,DualRBF,342.27643744597214,0.006204,12,0.9857142857142858,0.7333333333333333,3
Moons_1000,0.01,77214914,Primal,-158.15393782541486,0.007762,10,0.29714285714285715,0.29333333333333333,3
Moons_1000,0.01,77214914,DualSinKernel,3.354082592274736,0.01551,17,0.8485714285714285,0.83,3
Moons_1000,0.01,77214914,DualRBF,4.129206563759618,0.056538,14,0.8871428571428571,0.8766666666666667,3
Moons_1000,0.1,77214914,Primal,-2740.978698833535,0.008543,10,0.20142857142857143,0.21666666666666667,3
Moons_1000,0.1,77214914,DualSinKernel,23.09374745226301,0.01859,29,0.88,0.8733333333333333,3
Moons_1000,0.1,77214914,DualRBF,15.301639737082407,0.080862,25,0.9671428571428572,0.9666666666666667,3
Moons_1000,0.0,77214914,Primal,0.0,0.002069,-1,0.5,0.5,3
Moons_1000,0.0,77214914,DualSinKernel,0.0,-1.0,-1,0.5,0.5,3
Moons_1000,0.0,77214914,DualRBF,0.0,-1.0,-1,0.5,0.5,3
Moons_1000,1.0,77214914,Primal,-62208.04715559232,0.008402,11,0.18857142857142858,0.20666666666666667,3
Moons_1000,1.0,77214914,DualSinKernel,202.0086190185105,0.01802,26,0.8842857142857142,0.8733333333333333,3
Moons_1000,1.0,77214914,DualRBF,58.19597778785265,0.081974,26,0.9857142857142858,0.9833333333333333,3
Moons_1000,10.0,77214914,Primal,-844728.4511498546,0.010096,13,0.17142857142857143,0.18333333333333332,3
Moons_1000,10.0,77214914,DualSinKernel,1975.863412363896,0.017307,24,0.8842857142857142,0.8733333333333333,3
Moons_1000,10.0,77214914,DualRBF,276.48587096763134,0.067277,19,0.9885714285714285,0.9833333333333333,3
Moons_1000,100.0,77214914,Primal,-50826704.10170303,0.015089,20,0.16857142857142857,0.19,3
Moons_1000,100.0,77214914,DualSinKernel,19711.64926771646,0.01685,21,0.8842857142857142,0.8766666666666667,3
Moons_1000,100.0,77214914,DualRBF,1780.630332447035,0.067989,19,0.9871428571428571,0.9833333333333333,3
Moons_2000,0.01,77214914,Primal,-322.71782231391256,0.010143,10,0.22428571428571428,0.215,3
Moons_2000,0.01,77214914,DualSinKernel,5.9143475418736005,0.079646,20,0.855,0.865,3
Moons_2000,0.01,77214914,DualRBF,6.103714832364503,0.219466,16,0.915,0.8983333333333333,3
Moons_2000,0.1,77214914,Primal,-5770.085689518757,0.011142,11,0.21,0.195,3
Moons_2000,0.1,77214914,DualSinKernel,43.13868035196857,0.084275,30,0.875,0.875,3
Moons_2000,0.1,77214914,DualRBF,22.254312864539408,0.294268,30,0.9814285714285714,0.9783333333333334,3
Moons_2000,0.0,77214914,Primal,0.0,0.002309,-1,0.5,0.5,3
Moons_2000,0.0,77214914,DualSinKernel,0.0,-1.0,-1,0.5,0.5,3
Moons_2000,0.0,77214914,DualRBF,0.0,-1.0,-1,0.5,0.5,3
Moons_2000,1.0,77214914,Primal,-136448.01640032348,0.011988,11,0.18357142857142858,0.18,3
Moons_2000,1.0,77214914,DualSinKernel,393.40667650790294,0.087428,28,0.8792857142857143,0.8783333333333333,3
Moons_2000,1.0,77214914,DualRBF,85.47684609960274,0.292856,30,0.99,0.9816666666666667,3
Moons_2000,10.0,77214914,Primal,-1782678.263140936,0.013972,14,0.165,0.17333333333333334,3
Moons_2000,10.0,77214914,DualSinKernel,3882.2394364777074,0.081652,26,0.88,0.8783333333333333,3
Moons_2000,10.0,77214914,DualRBF,435.80933039622556,0.244102,22,0.9835714285714285,0.9833333333333333,3
Moons_2000,100.0,77214914,Primal,-76469275.40684228,0.019858,22,0.16785714285714284,0.17666666666666667,3
Moons_2000,100.0,77214914,DualSinKernel,38768.84307955905,0.081867,26,0.88,0.8783333333333333,3
Moons_2000,100.0,77214914,DualRBF,2652.2227045314967,0.25065,23,0.985,0.9833333333333333,3
